City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,island harbour,50.724,-1.2758,15.52,68,96,3.13,GB,1725859658
84,bredasdorp,-34.5322,20.0403,7.47,85,59,1.43,ZA,1725859614
85,quellon,-43.1167,-73.6167,7.1,87,97,3.04,CL,1725859614
86,avarua,-21.2078,-159.775,23.03,83,75,3.6,CK,1725859614
87,wailua homesteads,22.0669,-159.378,25.44,76,100,3.6,US,1725859658
88,uturoa,-16.7333,-151.4333,24.94,71,26,9.22,PF,1725859614
89,wainwright,52.839,-110.8572,20.37,28,69,3.91,CA,1725859614
90,aykol,38.1751,77.2132,25.17,20,81,6.06,CN,1725859615
91,nagqu,31.5,92.0,14.19,47,69,1.76,CN,1725859615
92,keflavik,64.0049,-22.5624,3.24,81,75,8.75,IS,1725859615
93,flying fish cove,-10.4217,105.6791,24.82,94,100,4.63,CX,1725859659
94,kodiak,57.79,-152.4072,11.73,87,100,2.06,US,1725859615
95,vorgashor,67.5833,63.95,6.77,65,82,6.25,RU,1725859615
96,camacupa,-12.0167,17.4833,15.2,30,47,0.3,AO,1725859615
97,pemangkat,1.1667,108.9667,27.1,79,99,1.89,ID,1725859615
98,choibalsan,48.0667,114.5,16.51,34,73,12.79,MN,1725859615
99,severo-yeniseyskiy,60.3725,93.0408,4.65,94,100,4.76,RU,1725859615
100,sihanoukville,10.6093,103.5296,29.97,79,40,5.14,KH,1725859615
101,howrah,22.5892,88.3103,29.0,89,75,2.57,IN,1725859615
102,praia da vitoria,38.7333,-27.0667,21.14,73,20,4.18,PT,1725859615
103,uyo,5.0333,7.9266,23.7,94,99,1.33,NG,1725859615
104,ulladulla,-35.35,150.4667,19.93,47,1,3.15,AU,1725859615
105,sinabang,2.4803,96.3801,25.72,85,100,2.78,ID,1725859615
106,pontianak,-0.0333,109.3333,26.99,100,75,1.54,ID,1725859616
107,utrik,11.2278,169.8474,28.33,81,13,8.8,MH,1725859616
108,hagi,34.4,131.4167,29.19,76,23,2.24,JP,1725859616
109,sisimiut,66.9395,-53.6735,1.9,72,3,4.68,GL,1725859616
110,ust-nera,64.5667,143.2,10.38,71,100,1.74,RU,1725859616
111,margate,51.3813,1.3862,15.94,91,44,10.22,GB,1725859616
112,majene,-3.5403,118.9707,30.15,62,73,2.15,ID,1725859616
113,jabor,5.921,169.6434,29.2,73,15,5.97,MH,1725859616
114,jamestown,42.097,-79.2353,11.68,84,0,3.13,US,1725859616
115,limon,10.0,-83.0333,26.88,79,100,1.15,CR,1725859616
116,coquimbo,-29.9533,-71.3436,9.85,100,0,1.54,CL,1725859616
117,rongelap,11.1635,166.8941,28.71,77,79,8.23,MH,1725859616
118,harper,4.375,-7.7169,24.07,86,100,4.29,LR,1725859616
119,serchhip,23.3,92.8333,29.3,79,84,1.15,IN,1725859616
120,kapa'a,22.0752,-159.319,26.18,73,100,3.6,US,1725859616
121,sittwe,20.15,92.9,28.55,83,96,5.26,MM,1725859616
122,tanout,14.9709,8.8879,27.58,59,15,3.32,NE,1725859617
123,invercargill,-46.4,168.35,10.01,88,82,2.24,NZ,1725859483
124,fort bragg,35.139,-79.006,16.75,92,0,0.0,US,1725859662
125,newman,37.3138,-121.0208,25.58,52,0,1.34,US,1725859617
126,la'ie,21.6477,-157.9253,26.66,72,10,0.89,US,1725859617
